date,branch_id,region,recruited_today,disbursed_amount_ksh,daily_dues_ksh,collected_ksh,missed_calls,arrears_new_ksh,par_percent,daily_target_ksh
2024-11-06,BR023,Coast,10,21051,52834,54122,0,2,4.06,1800000
2024-11-07,BR023,Coast,14,12015,68398,64913,4,0,0.71,1800000
2024-11-08,BR023,Coast,14,17154,58326,58939,2,1,5.9,1800000
2024-11-09,BR023,Coast,8,20603,49990,37985,2,2,5.29,1800000
2024-11-10,BR023,Coast,8,11607,49226,49571,1,1,1.83,1800000
2024-11-11,BR023,Coast,12,22358,56606,56937,2,1,1.38,1800000
2024-11-12,BR023,Coast,8,30060,65559,44860,2,0,5.1,1800000
2024-11-13,BR023,Coast,4,17408,54785,35877,6,0,3.6,1800000
2024-11-14,BR023,Coast,4,11760,69009,52263,1,1,1.62,1800000
2024-11-15,BR023,Coast,4,5957,58659,38584,4,2,3.21,1800000
2024-11-16,BR023,Coast,10,12571,68778,57196,1,0,3.87,1800000
2024-11-17,BR023,Coast,6,10185,63576,45797,3,0,1.97,1800000
2024-11-18,BR023,Coast,10,19339,57979,44950,3,0,5.15,1800000
2024-11-19,BR023,Coast,12,16969,66568,44441,10,2,5.42,1800000
2024-11-20,BR023,Coast,16,15857,62710,50388,2,2,1.68,1800000
2024-11-21,BR023,Coast,18,14979,64075,49491,1,2,2.3,1800000
2024-11-22,BR023,Coast,18,16242,70095,56320,1,1,1.58,1800000
2024-11-23,BR023,Coast,6,20544,56607,55790,5,1,4.89,1800000
2024-11-24,BR023,Coast,6,18291,57987,40344,1,1,0.9,1800000
2024-11-25,BR023,Coast,18,12616,59384,42071,1,0,1.12,1800000
2024-11-26,BR023,Coast,10,17014,64344,65265,2,2,4.35,1800000
2024-11-27,BR023,Coast,16,25810,52602,53553,1,1,0.59,1800000
2024-11-28,BR023,Coast,14,13919,54395,49413,2,0,5.51,1800000
2024-11-29,BR023,Coast,12,19352,69154,58976,2,1,5.54,1800000
2024-11-30,BR023,Coast,14,15414,61528,61790,1,0,2.08,1800000
2024-12-01,BR023,Coast,24,12192,63792,52062,3,0,5.95,1800000
2024-12-02,BR023,Coast,20,16101,59085,47541,2,1,2.65,1800000
2024-12-03,BR023,Coast,16,4192,55357,43877,1,0,4.29,1800000
2024-12-04,BR023,Coast,20,11920,71431,60210,1,3,1.44,1800000
2024-12-05,BR023,Coast,12,12100,70413,49395,3,2,3.61,1800000
2024-12-06,BR023,Coast,12,15788,66084,47025,1,2,4.37,1800000
2024-12-07,BR023,Coast,8,18690,70000,49287,0,0,4.31,1800000
2024-12-08,BR023,Coast,18,10834,55339,57403,1,1,5.08,1800000
2024-12-09,BR023,Coast,8,17856,51314,44930,6,0,5.23,1800000
2024-12-10,BR023,Coast,8,15089,50689,52490,0,1,1.84,1800000
2024-12-11,BR023,Coast,10,9414,59232,47302,2,0,5.46,1800000
2024-12-12,BR023,Coast,8,14314,53577,41492,2,1,5.81,1800000
2024-12-13,BR023,Coast,22,20309,56970,39631,3,0,3.77,1800000
2024-12-14,BR023,Coast,10,12250,50878,35966,3,1,5.22,1800000
2024-12-15,BR023,Coast,10,10921,51586,36013,7,1,1.11,1800000
2024-12-16,BR023,Coast,14,12068,49886,43301,1,0,2.5,1800000
2024-12-17,BR023,Coast,4,19862,54452,37240,2,0,2.03,1800000
2024-12-18,BR023,Coast,18,12892,53050,43492,0,1,2.82,1800000
2024-12-19,BR023,Coast,14,20363,66392,56723,0,0,1.2,1800000
2024-12-20,BR023,Coast,2,11892,62623,47285,3,3,4.95,1800000
2024-12-21,BR023,Coast,14,12839,48823,49194,3,0,2.96,1800000
2024-12-22,BR023,Coast,12,16242,67671,49219,3,0,2.49,1800000
2024-12-23,BR023,Coast,10,6574,48949,47564,0,1,5.09,1800000
2024-12-24,BR023,Coast,12,13302,50206,44094,0,1,2.16,1800000
2024-12-25,BR023,Coast,12,15139,70435,67931,5,1,4.07,1800000
2024-12-26,BR023,Coast,22,13611,61831,41996,3,1,4.23,1800000
2024-12-27,BR023,Coast,10,10037,71082,49418,3,1,5.42,1800000
2024-12-28,BR023,Coast,12,26100,52287,41956,0,0,3.76,1800000
2024-12-29,BR023,Coast,10,14074,70846,46419,2,2,0.74,1800000
2024-12-30,BR023,Coast,12,16303,50235,45544,2,1,5.13,1800000
2024-12-31,BR023,Coast,10,29964,63262,49173,2,2,1.92,1800000
2025-01-01,BR023,Coast,6,9754,61068,56308,3,0,1.8,1800000
2025-01-02,BR023,Coast,6,8670,64430,53255,1,1,3.53,1800000
2025-01-03,BR023,Coast,16,13626,50155,33426,3,2,1.44,1800000
2025-01-04,BR023,Coast,14,7450,61141,55370,1,0,0.81,1800000
2025-01-05,BR023,Coast,12,16205,53703,38442,0,1,1.3,1800000
2025-01-06,BR023,Coast,10,10964,51388,37160,0,1,2.17,1800000
2025-01-07,BR023,Coast,14,17355,59772,56447,1,1,1.31,1800000
2025-01-08,BR023,Coast,12,12188,63143,51686,1,1,3.32,1800000
2025-01-09,BR023,Coast,4,22892,67813,47480,1,2,1.82,1800000
2025-01-10,BR023,Coast,8,9285,62437,56338,1,2,5.74,1800000
2025-01-11,BR023,Coast,18,8472,69401,54811,0,1,4.66,1800000
2025-01-12,BR023,Coast,10,16700,51656,42110,1,0,4.13,1800000
2025-01-13,BR023,Coast,14,27563,59778,49685,2,1,2.04,1800000
2025-01-14,BR023,Coast,4,7840,49231,44905,1,0,5.75,1800000
2025-01-15,BR023,Coast,10,23580,50880,50255,2,0,5.79,1800000
2025-01-16,BR023,Coast,6,18102,51069,49582,4,1,3.56,1800000
2025-01-17,BR023,Coast,8,19862,56287,50942,2,0,3.4,1800000
2025-01-18,BR023,Coast,8,18050,53920,40598,3,1,5.69,1800000
2025-01-19,BR023,Coast,12,15664,59619,61443,2,3,0.98,1800000
2025-01-20,BR023,Coast,10,22200,54654,55972,1,0,1.31,1800000
2025-01-21,BR023,Coast,18,14979,55179,46590,3,0,5.63,1800000
2025-01-22,BR023,Coast,14,14077,59193,57749,2,0,2.5,1800000
2025-01-23,BR023,Coast,10,18079,59062,56685,1,2,3.06,1800000
2025-01-24,BR023,Coast,18,17737,58103,48710,0,1,3.14,1800000
2025-01-25,BR023,Coast,6,13457,62882,59819,3,0,5.82,1800000
2025-01-26,BR023,Coast,14,30625,56171,51612,5,0,4.76,1800000
2025-01-27,BR023,Coast,10,25810,55349,48695,2,2,1.74,1800000
2025-01-28,BR023,Coast,20,10440,67654,70083,0,3,3.98,1800000
2025-01-29,BR023,Coast,24,11728,59354,46034,1,1,3.36,1800000
2025-01-30,BR023,Coast,18,17785,57869,56382,4,0,4.81,1800000
2025-01-31,BR023,Coast,10,17978,51316,53143,1,0,1.41,1800000
2025-02-01,BR023,Coast,16,18289,49663,36217,2,2,2.05,1800000
2025-02-02,BR023,Coast,8,11353,70222,49898,2,3,3.17,1800000
2025-02-03,BR023,Coast,14,12578,62398,45575,4,0,0.52,1800000
2025-02-04,BR023,Coast,4,5960,66505,46327,3,1,5.7,1800000
2025-02-05,BR023,Coast,20,13828,48702,38430,1,1,1.94,1800000
2025-02-06,BR023,Coast,10,6140,52496,50270,1,2,5.42,1800000
2025-02-07,BR023,Coast,10,13350,68457,57878,0,0,3.36,1800000
2025-02-08,BR023,Coast,12,15348,55249,49725,2,1,1.42,1800000
2025-02-09,BR023,Coast,20,12819,69089,50054,3,1,2.83,1800000
2025-02-10,BR023,Coast,10,29250,61629,51530,3,0,0.85,1800000
2025-02-11,BR023,Coast,14,9414,55256,40147,1,0,0.62,1800000
2025-02-12,BR023,Coast,18,17177,59964,47839,2,0,4.93,1800000
2025-02-13,BR023,Coast,12,12089,49616,42705,2,2,2.2,1800000
2025-02-14,BR023,Coast,8,8575,60924,54663,1,1,3.7,1800000
2025-02-15,BR023,Coast,12,8935,56403,49059,2,0,0.95,1800000
2025-02-16,BR023,Coast,10,9051,70479,69779,2,3,0.99,1800000
2025-02-17,BR023,Coast,24,16551,61311,56045,2,1,3.12,1800000
2025-02-18,BR023,Coast,12,21917,61080,59880,3,0,5.23,1800000
2025-02-19,BR023,Coast,8,15664,54123,49660,2,2,5.73,1800000
2025-02-20,BR023,Coast,8,8457,48524,46678,1,0,5.47,1800000
2025-02-21,BR023,Coast,18,12037,61616,61366,5,1,4.29,1800000
2025-02-22,BR023,Coast,22,8662,48111,48778,4,1,3.59,1800000
2025-02-23,BR023,Coast,8,21914,71275,47850,3,2,2.93,1800000
2025-02-24,BR023,Coast,6,24942,62674,47005,2,2,3.7,1800000
2025-02-25,BR023,Coast,8,14017,58794,61640,1,0,5.55,1800000
2025-02-26,BR023,Coast,8,25521,48896,42448,1,0,2.76,1800000
2025-02-27,BR023,Coast,12,14339,48372,47083,0,0,2.42,1800000
2025-02-28,BR023,Coast,10,11600,61547,61600,0,0,0.6,1800000
2025-03-01,BR023,Coast,18,10973,70623,67265,2,1,2.32,1800000
2025-03-02,BR023,Coast,12,10734,71078,69934,3,2,0.75,1800000
2025-03-03,BR023,Coast,8,12578,52496,51285,1,0,1.96,1800000
2025-03-04,BR023,Coast,6,20221,55059,43165,5,0,1.7,1800000
2025-03-05,BR023,Coast,6,21607,57779,39009,4,0,3.9,1800000
2025-03-06,BR023,Coast,10,19735,52086,45347,4,1,3.95,1800000
2025-03-07,BR023,Coast,10,20025,48686,39457,2,0,4.76,1800000
2025-03-08,BR023,Coast,12,6320,50837,40035,1,0,3.62,1800000
2025-03-09,BR023,Coast,16,24724,62686,43429,5,1,1.41,1800000
2025-03-10,BR023,Coast,12,12767,64326,50912,4,0,5.25,1800000
2025-03-11,BR023,Coast,6,20005,60138,52350,2,1,1.92,1800000
2025-03-12,BR023,Coast,12,20040,54863,40482,1,1,3.59,1800000
2025-03-13,BR023,Coast,6,17408,65894,46751,1,2,3.76,1800000
2025-03-14,BR023,Coast,14,19110,70061,60381,2,0,1.04,1800000
2025-03-15,BR023,Coast,14,14892,70609,58512,2,0,2.53,1800000
2025-03-16,BR023,Coast,6,9051,52253,40407,1,2,1.22,1800000
2025-03-17,BR023,Coast,6,14260,49245,43921,3,2,4.83,1800000
2025-03-18,BR023,Coast,16,26301,55786,54829,3,1,2.12,1800000
2025-03-19,BR023,Coast,8,15664,57954,57483,2,0,1.61,1800000
2025-03-20,BR023,Coast,10,9514,62092,48160,4,2,1.48,1800000
2025-03-21,BR023,Coast,10,16050,64850,52291,1,2,2.91,1800000
2025-03-22,BR023,Coast,16,11911,53126,36746,3,1,1.4,1800000
2025-03-23,BR023,Coast,14,13696,64771,67613,1,1,3.69,1800000
2025-03-24,BR023,Coast,32,15242,66168,57766,1,1,0.7,1800000
2025-03-25,BR023,Coast,16,12335,57663,39472,1,0,1.95,1800000
2025-03-26,BR023,Coast,8,27222,57641,44537,4,1,5.64,1800000
2025-03-27,BR023,Coast,8,8030,69534,57777,4,1,3.37,1800000
2025-03-28,BR023,Coast,16,17400,57883,53503,1,1,4.81,1800000
2025-03-29,BR023,Coast,12,17592,51081,48380,3,0,2.41,1800000
2025-03-30,BR023,Coast,10,19564,67353,55702,1,0,4.78,1800000
2025-03-31,BR023,Coast,14,32361,71284,73840,5,0,0.89,1800000
2025-04-01,BR023,Coast,12,17070,66116,60644,1,0,5.91,1800000
2025-04-02,BR023,Coast,6,14450,48818,49326,0,2,4.77,1800000
2025-04-03,BR023,Coast,10,12578,55794,56062,1,0,5.35,1800000
2025-04-04,BR023,Coast,10,11494,57409,44008,3,3,3.31,1800000
2025-04-05,BR023,Coast,16,8642,64389,63131,1,2,3.78,1800000
2025-04-06,BR023,Coast,2,13157,60007,56559,1,1,2.93,1800000
2025-04-07,BR023,Coast,24,12015,65663,56059,2,0,3.0,1800000
2025-04-08,BR023,Coast,12,14671,50744,44956,2,1,2.9,1800000
2025-04-09,BR023,Coast,8,16482,71174,51944,4,1,1.59,1800000
2025-04-10,BR023,Coast,10,18107,65915,64215,0,2,1.76,1800000
2025-04-11,BR023,Coast,10,12944,55419,57239,2,0,4.22,1800000
2025-04-12,BR023,Coast,20,7157,51398,39866,3,1,1.18,1800000
2025-04-13,BR023,Coast,16,20309,60629,61356,1,3,4.16,1800000
2025-04-14,BR023,Coast,12,17150,64770,64323,3,0,2.0,1800000
2025-04-15,BR023,Coast,18,17871,57225,41218,2,1,5.63,1800000
2025-04-16,BR023,Coast,16,15085,61354,48878,1,0,3.21,1800000
2025-04-17,BR023,Coast,16,13750,64621,51675,1,1,2.84,1800000
2025-04-18,BR023,Coast,10,19339,54556,54386,0,1,5.13,1800000
2025-04-19,BR023,Coast,4,10442,49734,37267,2,0,3.28,1800000
2025-04-20,BR023,Coast,14,11100,50423,49469,3,0,5.04,1800000
2025-04-21,BR023,Coast,20,14712,50781,53227,4,2,1.42,1800000
2025-04-22,BR023,Coast,10,11370,58095,53672,2,0,4.71,1800000
2025-04-23,BR023,Coast,2,26023,55172,54847,1,0,4.64,1800000
2025-04-24,BR023,Coast,12,13857,51499,49996,1,0,3.71,1800000
2025-04-25,BR023,Coast,14,12616,51120,40107,1,2,1.32,1800000
2025-04-26,BR023,Coast,8,22118,55908,52564,3,1,3.22,1800000
2025-04-27,BR023,Coast,20,20075,60431,56345,1,1,3.43,1800000
2025-04-28,BR023,Coast,10,22619,51606,49551,0,0,5.15,1800000
2025-04-29,BR023,Coast,12,17592,65495,48375,2,1,4.46,1800000
2025-04-30,BR023,Coast,22,14228,69767,51763,3,0,5.85,1800000
2024-11-01,BR024,Eastern,10,13412,67587,61821,1,1,3.06,1800000
2024-11-02,BR024,Eastern,12,16514,59855,49208,0,3,4.92,1800000
2024-11-03,BR024,Eastern,14,11320,66058,57723,4,1,4.31,1800000
2024-11-04,BR024,Eastern,14,10642,68977,50878,0,1,3.22,1800000
2024-11-05,BR024,Eastern,14,6482,58810,58521,3,0,3.72,1800000
2024-11-06,BR024,Eastern,14,8771,48818,42420,3,1,1.76,1800000
2024-11-07,BR024,Eastern,12,8900,62019,47149,5,0,4.64,1800000
2024-11-08,BR024,Eastern,14,6771,57130,38971,2,1,4.41,1800000
2024-11-09,BR024,Eastern,4,12591,69229,46750,0,3,4.53,1800000
2024-11-10,BR024,Eastern,14,12535,61553,61548,4,1,1.63,1800000
2024-11-11,BR024,Eastern,14,14121,52568,53525,1,1,0.89,1800000
2024-11-12,BR024,Eastern,10,14314,69290,46984,2,1,3.1,1800000
2024-11-13,BR024,Eastern,10,7253,50496,47466,0,1,3.23,1800000
2024-11-14,BR024,Eastern,14,7840,64585,50321,1,0,5.05,1800000
2024-11-15,BR024,Eastern,10,14892,61100,53185,1,2,2.28,1800000
2024-11-16,BR024,Eastern,20,22628,64970,63749,3,1,4.55,1800000
2024-11-17,BR024,Eastern,16,13750,65493,60947,1,3,4.0,1800000
2024-11-18,BR024,Eastern,12,18565,52378,53147,2,2,0.83,1800000
2024-11-19,BR024,Eastern,10,13575,63660,64954,0,1,1.66,1800000
2024-11-20,BR024,Eastern,16,11892,54310,38722,4,2,1.57,1800000
2024-11-21,BR024,Eastern,6,10700,61529,53640,4,1,1.51,1800000
2024-11-22,BR024,Eastern,4,4331,50539,46339,2,0,5.89,1800000
2024-11-23,BR024,Eastern,24,23283,55365,45633,1,2,4.28,1800000
2024-11-24,BR024,Eastern,6,18014,69147,62670,0,0,5.87,1800000
2024-11-25,BR024,Eastern,22,12335,65616,55122,0,0,4.8,1800000
2024-11-26,BR024,Eastern,10,11342,55589,58316,2,0,1.14,1800000
2024-11-27,BR024,Eastern,8,10324,57478,46203,0,1,3.37,1800000
2024-11-28,BR024,Eastern,18,18849,48353,40396,3,2,1.03,1800000
2024-11-29,BR024,Eastern,12,19352,53363,48881,3,1,2.5,1800000
2024-11-30,BR024,Eastern,14,22232,58979,52727,4,1,2.85,1800000
2024-12-01,BR024,Eastern,12,9144,48109,34060,4,1,3.76,1800000
2024-12-02,BR024,Eastern,18,7431,52034,53454,5,0,2.71,1800000
2024-12-03,BR024,Eastern,8,11320,51158,50377,0,0,1.14,1800000
2024-12-04,BR024,Eastern,12,10217,70082,59856,2,3,4.67,1800000
2024-12-05,BR024,Eastern,8,12100,60015,47284,0,1,3.46,1800000
2024-12-06,BR024,Eastern,8,11402,66114,63637,1,3,2.34,1800000
2024-12-07,BR024,Eastern,18,13350,66839,53617,1,2,2.1,1800000
2024-12-08,BR024,Eastern,20,19185,53306,40967,2,0,3.53,1800000
2024-12-09,BR024,Eastern,16,16024,54929,54053,0,0,5.52,1800000
2024-12-10,BR024,Eastern,10,14857,56570,51940,1,0,3.01,1800000
2024-12-11,BR024,Eastern,14,14121,53944,43447,1,1,2.49,1800000
2024-12-12,BR024,Eastern,6,9542,53202,48503,2,3,4.32,1800000
2024-12-13,BR024,Eastern,14,15716,69359,70804,0,1,5.94,1800000
2024-12-14,BR024,Eastern,16,9800,61189,57252,1,1,5.86,1800000
2024-12-15,BR024,Eastern,14,8687,63903,64144,2,0,4.98,1800000
2024-12-16,BR024,Eastern,6,9051,57241,51010,1,1,3.17,1800000
2024-12-17,BR024,Eastern,6,13241,54329,43344,1,0,3.09,1800000
2024-12-18,BR024,Eastern,20,12377,54611,54766,2,0,5.08,1800000
2024-12-19,BR024,Eastern,16,14358,68101,57531,3,1,5.03,1800000
2024-12-20,BR024,Eastern,4,25107,65468,66258,2,1,2.41,1800000
2024-12-21,BR024,Eastern,4,28890,55097,54844,1,2,2.88,1800000
2024-12-22,BR024,Eastern,10,12182,63764,61569,0,1,1.02,1800000
2024-12-23,BR024,Eastern,8,13696,51515,44373,4,0,5.14,1800000
2024-12-24,BR024,Eastern,8,6928,52074,35641,0,1,1.85,1800000
2024-12-25,BR024,Eastern,14,15419,60635,63081,2,0,3.64,1800000
2024-12-26,BR024,Eastern,6,18432,49574,39663,2,0,0.65,1800000
2024-12-27,BR024,Eastern,10,24090,50298,43462,4,2,1.84,1800000
2024-12-28,BR024,Eastern,10,8700,54839,48947,3,0,3.98,1800000
2024-12-29,BR024,Eastern,12,32253,61294,54290,1,3,3.41,1800000
2024-12-30,BR024,Eastern,10,20750,68060,54489,0,2,0.96,1800000
2024-12-31,BR024,Eastern,26,16180,54234,56334,0,3,3.69,1800000
2025-01-01,BR024,Eastern,4,12192,67508,48486,3,1,5.46,1800000
2025-01-02,BR024,Eastern,14,12385,66280,67460,2,0,1.86,1800000
2025-01-03,BR024,Eastern,0,11320,59103,51109,4,1,2.49,1800000
2025-01-04,BR024,Eastern,12,11494,66532,49639,0,1,4.59,1800000
2025-01-05,BR024,Eastern,12,14260,63762,47786,1,1,5.86,1800000
2025-01-06,BR024,Eastern,18,17104,48736,41870,0,0,4.79,1800000
2025-01-07,BR024,Eastern,18,15130,49363,50293,2,1,1.22,1800000
2025-01-08,BR024,Eastern,10,8125,48542,35122,1,0,4.52,1800000
2025-01-09,BR024,Eastern,6,12362,62344,57364,1,0,2.39,1800000
2025-01-10,BR024,Eastern,12,11607,59214,61406,3,1,2.56,1800000
2025-01-11,BR024,Eastern,10,11297,50766,47899,2,0,4.88,1800000
2025-01-12,BR024,Eastern,12,10497,66820,55371,3,0,1.32,1800000
2025-01-13,BR024,Eastern,16,11605,58547,51594,6,0,3.05,1800000
2025-01-14,BR024,Eastern,8,6860,57247,51652,6,1,3.12,1800000
2025-01-15,BR024,Eastern,16,25317,60051,39895,3,1,4.67,1800000
2025-01-16,BR024,Eastern,10,21120,58997,54037,3,0,0.96,1800000
2025-01-17,BR024,Eastern,16,9167,54808,38048,3,2,0.7,1800000
2025-01-18,BR024,Eastern,12,18565,63726,46015,3,0,0.51,1800000
2025-01-19,BR024,Eastern,12,26107,64565,58523,1,1,0.81,1800000
2025-01-20,BR024,Eastern,14,17178,57805,56329,3,1,5.78,1800000
2025-01-21,BR024,Eastern,8,11234,55021,43045,1,2,2.56,1800000
2025-01-22,BR024,Eastern,16,24364,54671,56887,1,2,1.52,1800000
2025-01-23,BR024,Eastern,16,21914,64846,58553,0,2,4.59,1800000
2025-01-24,BR024,Eastern,14,18014,58516,44546,4,1,1.46,1800000
2025-01-25,BR024,Eastern,14,21867,68978,64190,1,0,0.59,1800000
2025-01-26,BR024,Eastern,4,13611,60609,63404,1,0,2.46,1800000
2025-01-27,BR024,Eastern,10,12905,68912,60666,2,1,4.26,1800000
2025-01-28,BR024,Eastern,14,21750,67041,63798,1,3,5.02,1800000
2025-01-29,BR024,Eastern,16,14074,57503,45141,2,0,3.82,1800000
2025-01-30,BR024,Eastern,10,15414,52663,52945,1,0,1.04,1800000
2025-01-31,BR024,Eastern,10,15581,68494,60648,3,0,3.69,1800000
2025-02-01,BR024,Eastern,14,9754,67471,69099,2,0,4.8,1800000
2025-02-02,BR024,Eastern,16,4954,68970,58490,1,3,4.7,1800000
2025-02-03,BR024,Eastern,16,18867,49072,47490,0,1,2.33,1800000
2025-02-04,BR024,Eastern,10,18092,70472,65242,2,1,4.07,1800000
2025-02-05,BR024,Eastern,12,12100,48762,33398,0,2,2.03,1800000
2025-02-06,BR024,Eastern,14,18420,62523,51136,5,1,5.86,1800000
2025-02-07,BR024,Eastern,12,17355,67507,67887,4,0,3.23,1800000
2025-02-08,BR024,Eastern,10,11285,63790,64157,2,2,0.77,1800000
2025-02-09,BR024,Eastern,8,13735,55220,40547,5,1,5.28,1800000
2025-02-10,BR024,Eastern,14,6964,61463,45179,1,0,0.58,1800000
2025-02-11,BR024,Eastern,8,9414,48153,42253,3,1,3.24,1800000
2025-02-12,BR024,Eastern,12,7634,49499,38842,0,2,0.7,1800000
2025-02-13,BR024,Eastern,14,10638,54697,43277,2,3,4.22,1800000
2025-02-14,BR024,Eastern,18,14700,58818,45940,1,3,4.31,1800000
2025-02-15,BR024,Eastern,14,14892,49334,38307,2,2,1.78,1800000
2025-02-16,BR024,Eastern,6,12068,58504,41459,0,0,5.08,1800000
2025-02-17,BR024,Eastern,10,14005,58946,52054,3,0,1.51,1800000
2025-02-18,BR024,Eastern,8,18050,49916,45328,3,0,4.63,1800000
2025-02-19,BR024,Eastern,16,12531,62623,56573,1,2,4.89,1800000
2025-02-20,BR024,Eastern,14,8457,61752,51224,8,1,1.63,1800000
2025-02-21,BR024,Eastern,22,12840,59185,60392,4,1,1.27,1800000
2025-02-22,BR024,Eastern,10,14618,70106,45570,0,0,4.56,1800000
2025-02-23,BR024,Eastern,16,12326,70661,67600,1,0,5.81,1800000
2025-02-24,BR024,Eastern,16,16628,50254,45174,2,0,5.46,1800000
2025-02-25,BR024,Eastern,8,23550,50161,34650,3,0,3.2,1800000
2025-02-26,BR024,Eastern,10,14178,71446,54460,0,1,2.05,1800000
2025-02-27,BR024,Eastern,8,14912,59139,53725,3,1,5.39,1800000
2025-02-28,BR024,Eastern,10,13919,65818,45990,2,2,0.95,1800000
2025-03-01,BR024,Eastern,10,11176,59963,43291,3,1,5.41,1800000
2025-03-02,BR024,Eastern,16,11560,59855,61194,2,1,1.19,1800000
2025-03-03,BR024,Eastern,6,10062,62253,45267,3,3,2.64,1800000
2025-03-04,BR024,Eastern,10,11068,57210,44251,1,1,5.07,1800000
2025-03-05,BR024,Eastern,14,12964,53660,54935,5,1,3.24,1800000
2025-03-06,BR024,Eastern,10,6578,62918,45696,1,0,3.34,1800000
2025-03-07,BR024,Eastern,14,13350,51599,40855,0,2,5.73,1800000
2025-03-08,BR024,Eastern,6,6320,50903,51897,1,0,4.62,1800000
2025-03-09,BR024,Eastern,18,11446,69700,58931,0,2,3.03,1800000
2025-03-10,BR024,Eastern,18,16714,56624,52420,0,1,3.71,1800000
2025-03-11,BR024,Eastern,4,12709,62105,57564,4,2,0.53,1800000
2025-03-12,BR024,Eastern,14,20040,52955,41689,1,1,2.34,1800000
2025-03-13,BR024,Eastern,12,9671,65607,65069,3,1,4.36,1800000
2025-03-14,BR024,Eastern,12,14700,58510,60500,1,0,4.92,1800000
2025-03-15,BR024,Eastern,10,19360,71823,52158,0,4,2.73,1800000
2025-03-16,BR024,Eastern,6,13074,57405,54794,2,1,5.6,1800000
2025-03-17,BR024,Eastern,16,16806,62529,45990,2,1,1.13,1800000
2025-03-18,BR024,Eastern,10,23207,57685,47697,3,2,1.56,1800000
2025-03-19,BR024,Eastern,8,9398,62033,54915,2,1,4.01,1800000
2025-03-20,BR024,Eastern,12,22464,53612,48030,0,0,5.2,1800000
2025-03-21,BR024,Eastern,14,22737,65564,58897,3,0,5.7,1800000
2025-03-22,BR024,Eastern,16,10828,49294,40980,0,0,0.61,1800000
2025-03-23,BR024,Eastern,6,23283,48849,43992,1,1,3.67,1800000
2025-03-24,BR024,Eastern,2,16628,59804,46437,2,0,0.92,1800000
2025-03-25,BR024,Eastern,18,11214,61165,51978,1,3,3.76,1800000
2025-03-26,BR024,Eastern,16,13611,49950,47483,1,0,1.03,1800000
2025-03-27,BR024,Eastern,2,15486,53613,49251,0,2,2.11,1800000
2025-03-28,BR024,Eastern,8,15950,65822,58191,0,1,1.02,1800000
2025-03-29,BR024,Eastern,16,19058,67153,66529,3,0,3.79,1800000
2025-03-30,BR024,Eastern,16,24900,50289,46798,3,2,4.44,1800000
2025-03-31,BR024,Eastern,12,19177,71213,52660,4,1,4.4,1800000
2025-04-01,BR024,Eastern,6,4877,66318,65803,3,0,0.72,1800000
2025-04-02,BR024,Eastern,10,11147,59152,38551,4,2,1.96,1800000
2025-04-03,BR024,Eastern,10,11530,69213,54064,0,0,4.79,1800000
2025-04-04,BR024,Eastern,12,11920,57073,48854,4,1,4.83,1800000
2025-04-05,BR024,Eastern,20,12100,65739,66119,3,1,2.67,1800000
2025-04-06,BR024,Eastern,18,17542,56826,48247,0,0,3.1,1800000
2025-04-07,BR024,Eastern,16,21360,60567,43354,0,1,2.58,1800000
2025-04-08,BR024,Eastern,20,17605,64017,61566,0,2,3.19,1800000
2025-04-09,BR024,Eastern,12,15109,71420,48983,2,0,4.46,1800000
2025-04-10,BR024,Eastern,20,10214,62088,60747,3,2,5.66,1800000
2025-04-11,BR024,Eastern,6,13180,70633,72504,0,2,4.37,1800000
2025-04-12,BR024,Eastern,10,11928,69624,64886,1,1,2.64,1800000
2025-04-13,BR024,Eastern,8,14507,66725,54598,2,0,3.68,1800000
2025-04-14,BR024,Eastern,12,13230,61778,43154,2,1,1.65,1800000
2025-04-15,BR024,Eastern,10,19857,48258,39170,3,1,5.62,1800000
2025-04-16,BR024,Eastern,6,10057,55830,50589,4,3,3.99,1800000
2025-04-17,BR024,Eastern,12,24445,57251,57388,1,1,4.17,1800000
2025-04-18,BR024,Eastern,4,10314,55012,47747,0,2,1.86,1800000
2025-04-19,BR024,Eastern,14,14097,58730,40778,1,3,0.65,1800000
2025-04-20,BR024,Eastern,8,8457,52156,51860,2,1,3.39,1800000
2025-04-21,BR024,Eastern,12,17655,52821,48875,2,1,4.65,1800000
2025-04-22,BR024,Eastern,8,16242,58715,59730,2,0,4.69,1800000
2025-04-23,BR024,Eastern,10,12052,59544,51769,6,2,3.31,1800000
2025-04-24,BR024,Eastern,8,17737,67265,66994,1,1,3.56,1800000
2025-04-25,BR024,Eastern,18,25232,64982,47344,1,0,5.71,1800000
2025-04-26,BR024,Eastern,12,32327,58614,52433,1,0,5.57,1800000
2025-04-27,BR024,Eastern,14,14912,61796,58702,2,3,1.16,1800000
2025-04-28,BR024,Eastern,16,12180,65913,54244,1,2,5.82,1800000
2025-04-29,BR024,Eastern,12,21111,65775,56181,2,1,3.08,1800000
2025-04-30,BR024,Eastern,8,11857,63126,58610,4,1,3.07,1800000
2024-11-01,BR025,Eastern,26,10973,63248,62984,0,2,1.57,1800000
2024-11-02,BR025,Eastern,16,8257,65984,68829,4,1,2.74,1800000
2024-11-03,BR025,Eastern,12,14255,49262,40722,2,3,1.3,1800000
2024-11-04,BR025,Eastern,18,17880,64063,64429,1,0,2.46,1800000
