officer_id,branch_id,month,loans_handled,approvals,arrears_recovered_ksh,fraud_hits
OF000177,BR025,2024-06,7,6,265416.51,0
OF000177,BR025,2024-07,7,6,234726.08,1
OF000177,BR025,2024-08,4,3,138516.9,0
OF000177,BR025,2024-09,6,5,81083.38,0
OF000177,BR025,2024-10,7,6,474008.53,0
OF000177,BR025,2024-11,6,5,374888.47,0
OF000177,BR025,2024-12,4,3,358561.97,0
OF000178,BR025,2024-01,8,7,451541.36,0
OF000178,BR025,2024-02,10,9,340697.29,0
OF000178,BR025,2024-03,9,8,222991.65,0
OF000178,BR025,2024-04,9,8,305866.61,0
OF000178,BR025,2024-05,9,8,146559.65,0
OF000178,BR025,2024-06,7,6,257732.24,1
OF000178,BR025,2024-07,7,6,408229.31,1
OF000178,BR025,2024-08,7,6,378810.03,0
OF000178,BR025,2024-09,8,6,89460.6,1
OF000178,BR025,2024-10,8,7,120791.64,0
OF000178,BR025,2024-11,10,8,401645.76,1
OF000178,BR025,2024-12,9,8,374999.12,0
OF000179,BR025,2024-01,6,5,351359.78,0
OF000179,BR025,2024-02,8,7,258071.98,0
OF000179,BR025,2024-03,6,5,467333.84,2
OF000179,BR025,2024-04,6,5,350454.68,0
OF000179,BR025,2024-05,6,5,259799.47,0
OF000179,BR025,2024-06,4,3,222784.61,0
OF000179,BR025,2024-07,8,7,260504.88,0
OF000179,BR025,2024-08,7,6,319835.15,0
OF000179,BR025,2024-09,7,6,156432.75,0
OF000179,BR025,2024-10,6,5,339646.74,0
OF000179,BR025,2024-11,8,7,475905.67,0
OF000179,BR025,2024-12,5,4,336750.13,0
OF000180,BR025,2024-01,7,6,483094.08,0
OF000180,BR025,2024-02,5,4,135669.25,0
OF000180,BR025,2024-03,6,5,432399.87,0
OF000180,BR025,2024-04,7,6,186837.08,0
OF000180,BR025,2024-05,5,4,266634.76,0
OF000180,BR025,2024-06,7,6,232418.98,0
OF000180,BR025,2024-07,6,5,245688.19,0
OF000180,BR025,2024-08,7,6,66969.48,0
OF000180,BR025,2024-09,7,6,95476.16,0
OF000180,BR025,2024-10,8,7,187284.01,0
OF000180,BR025,2024-11,5,4,323145.59,0
OF000180,BR025,2024-12,5,4,280236.19,0
OF000181,BR025,2024-01,5,4,261009.62,0
OF000181,BR025,2024-02,6,5,154919.94,0
OF000181,BR025,2024-03,4,3,425252.09,0
OF000181,BR025,2024-04,6,5,183445.99,0
OF000181,BR025,2024-05,6,5,394864.01,0
OF000181,BR025,2024-06,7,6,66311.03,0
OF000181,BR025,2024-07,6,5,141745.01,0
OF000181,BR025,2024-08,7,6,61189.96,0
OF000181,BR025,2024-09,6,5,220519.86,0
OF000181,BR025,2024-10,5,4,73207.17,0
OF000181,BR025,2024-11,5,4,386840.11,0
OF000181,BR025,2024-12,4,3,448552.53,0
OF000182,BR025,2024-01,4,3,148294.8,0
OF000182,BR025,2024-02,5,4,97859.93,0
OF000182,BR025,2024-03,4,3,380261.15,0
OF000182,BR025,2024-04,4,3,431980.89,0
OF000182,BR025,2024-05,4,3,229213.18,0
OF000182,BR025,2024-06,6,5,182004.61,0
OF000182,BR025,2024-07,5,4,225935.02,0
OF000182,BR025,2024-08,6,5,270140.33,0
OF000182,BR025,2024-09,6,5,110455.11,0
OF000182,BR025,2024-10,5,4,224461.35,0
OF000182,BR025,2024-11,6,5,136879.51,0
OF000182,BR025,2024-12,5,4,232083.04,0
OF000183,BR025,2024-01,4,3,238927.35,0
OF000183,BR025,2024-02,6,5,243649.69,0
OF000183,BR025,2024-03,6,5,469936.96,1
OF000183,BR025,2024-04,4,3,468572.72,0
OF000183,BR025,2024-05,5,4,230203.49,0
OF000183,BR025,2024-06,6,5,370241.26,0
OF000183,BR025,2024-07,5,4,306168.96,0
OF000183,BR025,2024-08,4,3,131472.12,0
OF000183,BR025,2024-09,6,5,169649.14,0
OF000183,BR025,2024-10,4,3,469909.98,0
OF000183,BR025,2024-11,7,5,80043.52,0
OF000183,BR025,2024-12,6,5,336664.72,0
OF000184,BR025,2024-01,4,3,76753.62,0
OF000184,BR025,2024-02,7,6,190792.68,0
OF000184,BR025,2024-03,8,7,334299.08,0
OF000184,BR025,2024-04,4,3,491317.54,0
OF000184,BR025,2024-05,7,6,188048.03,0
OF000184,BR025,2024-06,5,4,245438.56,0
OF000184,BR025,2024-07,8,7,464835.99,0
OF000184,BR025,2024-08,7,6,396324.49,1
OF000184,BR025,2024-09,7,6,304508.84,0
OF000184,BR025,2024-10,7,6,118170.37,0
OF000184,BR025,2024-11,4,3,83767.13,0
OF000184,BR025,2024-12,5,4,152376.77,0
OF000185,BR025,2024-01,8,6,471613.91,0
OF000185,BR025,2024-02,8,7,90846.34,0
OF000185,BR025,2024-03,7,6,81958.35,0
OF000185,BR025,2024-04,7,6,437439.9,0
OF000185,BR025,2024-05,5,4,114601.98,0
OF000185,BR025,2024-06,7,6,58240.57,0
OF000185,BR025,2024-07,6,5,120263.68,0
OF000185,BR025,2024-08,5,4,386301.04,0
OF000185,BR025,2024-09,7,6,91318.12,0
OF000185,BR025,2024-10,7,5,204911.44,0
OF000185,BR025,2024-11,5,4,289104.9,0
OF000185,BR025,2024-12,5,4,310245.21,0
OF000186,BR025,2024-01,6,5,442860.73,0
OF000186,BR025,2024-02,4,3,257397.55,0
OF000186,BR025,2024-03,6,5,290102.88,0
OF000186,BR025,2024-04,5,4,210363.18,1
OF000186,BR025,2024-05,5,4,121510.47,2
OF000186,BR025,2024-06,4,3,296318.32,0
OF000186,BR025,2024-07,4,3,218946.43,0
OF000186,BR025,2024-08,7,6,287781.63,0
OF000186,BR025,2024-09,6,5,214767.5,0
OF000186,BR025,2024-10,6,5,230615.37,0
OF000186,BR025,2024-11,5,4,409401.89,0
OF000186,BR025,2024-12,4,3,461316.01,0
OF000187,BR026,2024-01,9,7,226629.29,0
OF000187,BR026,2024-02,10,9,260607.98,0
OF000187,BR026,2024-03,13,11,118431.86,0
OF000187,BR026,2024-04,10,9,76106.33,0
OF000187,BR026,2024-05,8,7,483323.93,0
OF000187,BR026,2024-06,12,11,213166.26,0
OF000187,BR026,2024-07,7,6,55395.32,0
OF000187,BR026,2024-08,12,11,218794.78,0
OF000187,BR026,2024-09,8,7,340438.98,0
OF000187,BR026,2024-10,10,8,406720.47,0
OF000187,BR026,2024-11,7,6,174690.72,0
OF000187,BR026,2024-12,9,7,356841.38,0
OF000188,BR026,2024-01,9,7,53365.05,0
OF000188,BR026,2024-02,9,8,118574.61,0
OF000188,BR026,2024-03,14,12,292297.8,0
OF000188,BR026,2024-04,11,9,253484.84,0
OF000188,BR026,2024-05,10,8,384817.61,0
OF000188,BR026,2024-06,11,9,494694.64,0
OF000188,BR026,2024-07,11,9,97073.35,0
OF000188,BR026,2024-08,11,9,308658.11,0
OF000188,BR026,2024-09,8,7,425029.38,0
OF000188,BR026,2024-10,12,10,383309.03,0
OF000188,BR026,2024-11,12,10,91272.77,0
OF000188,BR026,2024-12,12,10,81117.77,0
OF000189,BR026,2024-01,9,7,63575.18,0
OF000189,BR026,2024-02,12,10,471791.63,1
OF000189,BR026,2024-03,13,12,410367.27,0
OF000189,BR026,2024-04,9,7,319203.23,0
OF000189,BR026,2024-05,7,6,460727.77,0
OF000189,BR026,2024-06,8,7,280536.39,1
OF000189,BR026,2024-07,12,10,71877.73,0
OF000189,BR026,2024-08,8,7,406798.52,0
OF000189,BR026,2024-09,10,9,402395.66,0
OF000189,BR026,2024-10,12,10,161385.95,0
OF000189,BR026,2024-11,11,10,176521.88,0
OF000189,BR026,2024-12,8,7,428631.94,0
OF000190,BR026,2024-01,9,8,352548.71,0
OF000190,BR026,2024-02,11,10,121741.19,0
OF000190,BR026,2024-03,10,9,244614.3,0
OF000190,BR026,2024-04,12,10,244067.69,0
OF000190,BR026,2024-05,9,8,451997.35,1
OF000190,BR026,2024-06,14,13,68841.95,0
OF000190,BR026,2024-07,13,12,313816.7,0
OF000190,BR026,2024-08,11,9,460000.4,0
OF000190,BR026,2024-09,14,13,421627.23,0
OF000190,BR026,2024-10,13,12,362118.61,2
OF000190,BR026,2024-11,8,7,474150.66,0
OF000190,BR026,2024-12,11,10,499555.14,0
OF000191,BR026,2024-01,10,8,179848.22,0
OF000191,BR026,2024-02,11,9,181392.57,0
OF000191,BR026,2024-03,8,7,259602.83,1
OF000191,BR026,2024-04,6,5,400384.68,0
OF000191,BR026,2024-05,6,5,84489.63,0
OF000191,BR026,2024-06,9,8,80809.66,0
OF000191,BR026,2024-07,11,10,477569.74,0
OF000191,BR026,2024-08,9,7,200997.46,0
OF000191,BR026,2024-09,8,7,56335.28,0
OF000191,BR026,2024-10,10,8,190356.24,2
OF000191,BR026,2024-11,8,6,364973.97,0
OF000191,BR026,2024-12,7,6,441482.16,0
OF000192,BR027,2024-01,6,5,292704.42,1
OF000192,BR027,2024-02,4,3,170587.64,0
OF000192,BR027,2024-03,4,3,183919.16,0
OF000192,BR027,2024-04,7,6,383911.37,0
OF000192,BR027,2024-05,6,5,146462.62,0
OF000192,BR027,2024-06,6,5,214958.55,1
OF000192,BR027,2024-07,6,5,401861.04,0
OF000192,BR027,2024-08,5,4,379355.51,0
OF000192,BR027,2024-09,4,3,476933.6,0
OF000192,BR027,2024-10,7,6,255813.98,0
OF000192,BR027,2024-11,6,5,347752.48,0
OF000192,BR027,2024-12,6,5,274648.7,0
OF000193,BR027,2024-01,7,6,312946.88,0
OF000193,BR027,2024-02,6,5,98488.81,0
OF000193,BR027,2024-03,4,3,170545.4,0
OF000193,BR027,2024-04,5,4,241014.95,0
OF000193,BR027,2024-05,7,6,467988.96,0
OF000193,BR027,2024-06,7,6,259173.95,2
OF000193,BR027,2024-07,6,5,462514.4,1
OF000193,BR027,2024-08,7,6,114793.21,0
OF000193,BR027,2024-09,7,5,321825.14,0
OF000193,BR027,2024-10,5,4,104668.95,0
OF000193,BR027,2024-11,7,6,358991.45,0
OF000193,BR027,2024-12,6,5,401412.94,0
OF000194,BR027,2024-01,4,3,450608.57,0
OF000194,BR027,2024-02,4,3,370737.99,0
OF000194,BR027,2024-03,5,4,104906.69,0
OF000194,BR027,2024-04,3,2,335060.14,0
OF000194,BR027,2024-05,4,3,221609.1,0
OF000194,BR027,2024-06,4,3,381675.73,0
OF000194,BR027,2024-07,4,3,249235.99,0
OF000194,BR027,2024-08,4,3,260760.67,0
OF000194,BR027,2024-09,5,4,200100.88,0
OF000194,BR027,2024-10,4,3,171208.03,0
OF000194,BR027,2024-11,4,3,309537.16,0
OF000194,BR027,2024-12,4,3,236503.51,1
OF000195,BR027,2024-01,5,4,249765.08,0
OF000195,BR027,2024-02,3,2,53211.09,0
OF000195,BR027,2024-03,3,2,493168.54,0
OF000195,BR027,2024-04,5,4,384274.84,0
OF000195,BR027,2024-05,3,2,376953.67,0
OF000195,BR027,2024-06,3,2,359977.57,0
OF000195,BR027,2024-07,4,3,372689.42,0
OF000195,BR027,2024-08,6,5,255014.32,0
OF000195,BR027,2024-09,5,4,438839.11,0
OF000195,BR027,2024-10,6,5,73774.07,0
OF000195,BR027,2024-11,6,5,87611.02,0
OF000195,BR027,2024-12,4,3,214776.01,0
OF000196,BR027,2024-01,6,5,182532.28,0
OF000196,BR027,2024-02,4,3,334293.97,0
OF000196,BR027,2024-03,4,3,274037.31,1
OF000196,BR027,2024-04,3,2,273547.29,0
OF000196,BR027,2024-05,6,5,120257.11,0
OF000196,BR027,2024-06,5,4,244059.67,0
OF000196,BR027,2024-07,6,5,126728.05,0
OF000196,BR027,2024-08,6,5,345891.96,0
OF000196,BR027,2024-09,5,4,168392.07,0
OF000196,BR027,2024-10,5,4,345976.05,0
OF000196,BR027,2024-11,6,5,344777.08,0
OF000196,BR027,2024-12,4,3,298138.81,1
OF000197,BR027,2024-01,4,3,421247.47,0
OF000197,BR027,2024-02,4,3,222164.1,0
OF000197,BR027,2024-03,5,4,232898.34,0
OF000197,BR027,2024-04,3,2,396017.9,0
OF000197,BR027,2024-05,2,1,290104.06,0
OF000197,BR027,2024-06,4,3,264869.33,0
OF000197,BR027,2024-07,5,4,390003.44,0
OF000197,BR027,2024-08,5,4,227467.16,0
OF000197,BR027,2024-09,3,2,208461.41,2
OF000197,BR027,2024-10,3,2,325552.51,0
OF000197,BR027,2024-11,3,2,422513.08,0
OF000197,BR027,2024-12,3,2,344956.83,0
OF000198,BR027,2024-01,5,4,327526.9,0
OF000198,BR027,2024-02,5,4,293019.62,0
OF000198,BR027,2024-03,5,4,163558.59,0
OF000198,BR027,2024-04,4,3,229492.44,0
OF000198,BR027,2024-05,6,5,156297.38,0
OF000198,BR027,2024-06,7,6,473429.5,0
OF000198,BR027,2024-07,4,3,364588.45,0
OF000198,BR027,2024-08,4,3,404905.43,0
OF000198,BR027,2024-09,4,3,206139.3,0
OF000198,BR027,2024-10,3,2,348447.53,0
OF000198,BR027,2024-11,6,5,474196.77,0
OF000198,BR027,2024-12,4,3,130502.35,0
OF000199,BR027,2024-01,5,4,96615.86,0
OF000199,BR027,2024-02,5,4,192111.46,0
OF000199,BR027,2024-03,5,4,398416.21,0
OF000199,BR027,2024-04,7,6,473889.89,0
OF000199,BR027,2024-05,7,6,184511.94,1
OF000199,BR027,2024-06,6,5,429366.75,0
OF000199,BR027,2024-07,6,5,60607.11,1
OF000199,BR027,2024-08,5,4,241960.32,0
OF000199,BR027,2024-09,4,3,319657.67,0
OF000199,BR027,2024-10,7,6,488209.46,1
OF000199,BR027,2024-11,4,3,138174.41,0
OF000199,BR027,2024-12,5,4,149035.61,0
OF000200,BR027,2024-01,3,2,266769.58,0
OF000200,BR027,2024-02,4,3,394478.47,0
OF000200,BR027,2024-03,3,2,52918.82,0
OF000200,BR027,2024-04,3,2,254337.27,0
OF000200,BR027,2024-05,4,3,244186.8,1
OF000200,BR027,2024-06,3,2,361570.75,0
OF000200,BR027,2024-07,3,2,103059.34,0
OF000200,BR027,2024-08,3,2,303549.27,1
OF000200,BR027,2024-09,3,2,230495.62,1
OF000200,BR027,2024-10,4,3,373106.46,0
OF000200,BR027,2024-11,5,4,253446.18,1
OF000200,BR027,2024-12,5,4,219528.14,0
OF000201,BR027,2024-01,3,2,316528.31,0
OF000201,BR027,2024-02,5,4,213978.54,0
OF000201,BR027,2024-03,4,3,66188.48,0
OF000201,BR027,2024-04,5,4,496192.55,0
OF000201,BR027,2024-05,4,3,342135.21,2
OF000201,BR027,2024-06,4,3,173454.19,0
OF000201,BR027,2024-07,3,2,211877.44,0
OF000201,BR027,2024-08,3,2,239114.33,0
OF000201,BR027,2024-09,5,4,148457.93,0
OF000201,BR027,2024-10,5,4,446473.66,0
OF000201,BR027,2024-11,5,4,481525.13,0
OF000201,BR027,2024-12,3,2,457545.53,0
OF000202,BR027,2024-01,3,2,58111.16,0
OF000202,BR027,2024-02,3,2,224955.2,0
OF000202,BR027,2024-03,5,4,116854.84,0
OF000202,BR027,2024-04,5,4,132149.55,0
OF000202,BR027,2024-05,5,4,440106.94,0
OF000202,BR027,2024-06,5,4,344260.55,0
OF000202,BR027,2024-07,3,2,273242.35,0
OF000202,BR027,2024-08,3,2,225586.76,0
OF000202,BR027,2024-09,4,3,442995.15,0
OF000202,BR027,2024-10,5,4,262273.77,0
OF000202,BR027,2024-11,4,3,230832.23,0
OF000202,BR027,2024-12,3,2,491078.62,0
OF000203,BR027,2024-01,4,3,99495.86,0
OF000203,BR027,2024-02,4,3,260022.02,0
OF000203,BR027,2024-03,3,2,399832.85,0
OF000203,BR027,2024-04,3,2,463427.89,0
OF000203,BR027,2024-05,2,1,311854.56,0
OF000203,BR027,2024-06,3,2,314352.59,0
OF000203,BR027,2024-07,3,2,442324.19,0
OF000203,BR027,2024-08,4,3,122447.55,0
OF000203,BR027,2024-09,4,3,312620.85,0
OF000203,BR027,2024-10,3,2,210496.47,0
OF000203,BR027,2024-11,3,2,235650.85,0
OF000203,BR027,2024-12,3,2,256276.79,1
OF000204,BR028,2024-01,7,6,73957.69,2
OF000204,BR028,2024-02,6,5,112239.12,1
OF000204,BR028,2024-03,7,6,282773.02,0
OF000204,BR028,2024-04,6,5,492987.6,0
OF000204,BR028,2024-05,4,3,366491.31,0
OF000204,BR028,2024-06,5,4,182806.47,0
OF000204,BR028,2024-07,4,3,375848.33,1
OF000204,BR028,2024-08,6,5,223255.21,0
OF000204,BR028,2024-09,7,6,80789.65,0
OF000204,BR028,2024-10,5,4,68467.59,0
OF000204,BR028,2024-11,4,3,498136.22,0
OF000204,BR028,2024-12,4,3,461005.92,0
OF000205,BR028,2024-01,4,3,469636.12,0
OF000205,BR028,2024-02,3,2,215413.8,0
OF000205,BR028,2024-03,3,2,234320.07,0
OF000205,BR028,2024-04,5,4,464265.73,1
OF000205,BR028,2024-05,5,4,488431.43,0
OF000205,BR028,2024-06,3,2,292622.59,0
OF000205,BR028,2024-07,3,2,247220.65,0
OF000205,BR028,2024-08,5,4,460400.36,0
OF000205,BR028,2024-09,5,4,392679.98,0
OF000205,BR028,2024-10,5,4,348075.57,0
OF000205,BR028,2024-11,4,3,313843.36,0
OF000205,BR028,2024-12,4,3,68749.53,0
OF000206,BR028,2024-01,4,3,354244.94,0
OF000206,BR028,2024-02,6,5,387708.28,0
OF000206,BR028,2024-03,7,6,334666.6,0
OF000206,BR028,2024-04,6,5,378893.87,0
OF000206,BR028,2024-05,5,4,110960.03,2
OF000206,BR028,2024-06,4,3,354999.27,0
OF000206,BR028,2024-07,7,6,305597.13,0
OF000206,BR028,2024-08,5,4,341240.43,0
OF000206,BR028,2024-09,5,4,157112.43,0
OF000206,BR028,2024-10,6,5,202966.3,0
OF000206,BR028,2024-11,5,4,239148.66,0
OF000206,BR028,2024-12,6,5,153408.98,0
OF000207,BR028,2024-01,7,6,180859.76,2
OF000207,BR028,2024-02,4,3,310052.06,0
OF000207,BR028,2024-03,4,3,448280.76,0
OF000207,BR028,2024-04,4,3,96686.47,0
OF000207,BR028,2024-05,7,6,395806.09,0
OF000207,BR028,2024-06,7,6,69267.58,0
OF000207,BR028,2024-07,5,4,66241.43,1
OF000207,BR028,2024-08,5,4,257912.36,0
OF000207,BR028,2024-09,6,5,213856.25,0
OF000207,BR028,2024-10,5,4,264039.17,0
OF000207,BR028,2024-11,5,4,392507.63,0
OF000207,BR028,2024-12,5,4,173253.79,1
OF000208,BR028,2024-01,4,3,298103.91,1
OF000208,BR028,2024-02,4,3,454708.61,0
OF000208,BR028,2024-03,5,4,398672.33,0
OF000208,BR028,2024-04,5,4,78398.81,0
OF000208,BR028,2024-05,4,3,303777.52,0
OF000208,BR028,2024-06,5,4,102836.46,0
OF000208,BR028,2024-07,7,6,80103.68,0
OF000208,BR028,2024-08,5,4,487096.63,2
OF000208,BR028,2024-09,7,6,419748.7,0
OF000208,BR028,2024-10,6,5,176846.98,0
OF000208,BR028,2024-11,4,3,196604.52,0
OF000208,BR028,2024-12,4,3,381298.27,0
OF000209,BR028,2024-01,6,5,121697.13,2
OF000209,BR028,2024-02,5,4,62947.95,0
OF000209,BR028,2024-03,7,6,307758.95,0
OF000209,BR028,2024-04,6,5,318442.65,1
OF000209,BR028,2024-05,5,4,68437.35,0
OF000209,BR028,2024-06,7,5,68476.4,0
OF000209,BR028,2024-07,4,3,94933.64,0
OF000209,BR028,2024-08,5,4,448263.91,0
OF000209,BR028,2024-09,6,5,465272.26,0
OF000209,BR028,2024-10,5,4,183150.73,1
OF000209,BR028,2024-11,6,5,149482.53,0
OF000209,BR028,2024-12,6,5,349717.09,0
OF000210,BR028,2024-01,5,4,376457.81,0
OF000210,BR028,2024-02,8,7,106335.1,0
OF000210,BR028,2024-03,8,6,56569.12,0
OF000210,BR028,2024-04,7,6,426058.15,0
OF000210,BR028,2024-05,8,7,188174.31,0
OF000210,BR028,2024-06,4,3,137485.15,0
OF000210,BR028,2024-07,6,5,166172.23,0
OF000210,BR028,2024-08,7,5,303841.37,0
OF000210,BR028,2024-09,7,6,203243.69,0
OF000210,BR028,2024-10,6,5,458551.1,0
OF000210,BR028,2024-11,6,5,266926.29,1
OF000210,BR028,2024-12,8,7,333557.33,0
OF000211,BR028,2024-01,6,5,85656.87,0
OF000211,BR028,2024-02,4,3,440588.41,0
OF000211,BR028,2024-03,4,3,440845.22,0
OF000211,BR028,2024-04,4,3,136228.24,0
OF000211,BR028,2024-05,6,5,56837.62,0
OF000211,BR028,2024-06,3,2,231682.36,0
OF000211,BR028,2024-07,4,3,372144.3,1
OF000211,BR028,2024-08,5,4,327828.7,0
OF000211,BR028,2024-09,4,3,51890.04,0
OF000211,BR028,2024-10,4,3,209752.71,0
OF000211,BR028,2024-11,5,4,458667.88,0
OF000211,BR028,2024-12,5,4,163222.91,0
OF000212,BR028,2024-01,7,6,372888.96,1
OF000212,BR028,2024-02,7,6,439142.36,1
OF000212,BR028,2024-03,4,3,96848.38,0
OF000212,BR028,2024-04,5,4,460282.2,0
OF000212,BR028,2024-05,4,3,147715.21,0
OF000212,BR028,2024-06,5,4,374459.3,0
OF000212,BR028,2024-07,5,4,469676.13,0
OF000212,BR028,2024-08,6,5,350341.72,2
OF000212,BR028,2024-09,4,3,106116.61,2
OF000212,BR028,2024-10,6,5,340187.87,0
OF000212,BR028,2024-11,6,5,198924.23,0
OF000212,BR028,2024-12,7,6,113096.43,1
OF000213,BR028,2024-01,6,5,256689.48,0
OF000213,BR028,2024-02,4,3,440652.48,0
OF000213,BR028,2024-03,6,5,113977.93,0
OF000213,BR028,2024-04,5,4,327549.85,0
OF000213,BR028,2024-05,4,3,180869.91,0
OF000213,BR028,2024-06,6,5,459023.62,0
OF000213,BR028,2024-07,7,6,451010.24,0
OF000213,BR028,2024-08,7,6,389637.74,0
OF000213,BR028,2024-09,6,5,172177.35,0
OF000213,BR028,2024-10,5,4,232891.97,0
OF000213,BR028,2024-11,5,4,239410.67,0
OF000213,BR028,2024-12,5,4,325101.35,1
OF000214,BR028,2024-01,5,4,169591.86,0
OF000214,BR028,2024-02,8,6,438514.77,0
OF000214,BR028,2024-03,5,4,133569.96,2
OF000214,BR028,2024-04,7,5,136251.04,0
OF000214,BR028,2024-05,8,7,153008.93,0
OF000214,BR028,2024-06,8,6,450290.42,0
OF000214,BR028,2024-07,9,7,318517.4,0
OF000214,BR028,2024-08,5,4,94471.88,0
OF000214,BR028,2024-09,6,5,474420.67,0
OF000214,BR028,2024-10,8,7,408495.12,0
OF000214,BR028,2024-11,8,7,73571.78,0
OF000214,BR028,2024-12,8,7,239199.02,0
OF000215,BR028,2024-01,8,7,182402.75,0
OF000215,BR028,2024-02,6,5,210634.09,0
OF000215,BR028,2024-03,5,4,117721.54,0
OF000215,BR028,2024-04,8,7,379415.6,0
OF000215,BR028,2024-05,4,3,103827.46,0
OF000215,BR028,2024-06,5,4,385041.98,2
OF000215,BR028,2024-07,7,6,165808.73,0
OF000215,BR028,2024-08,6,5,381003.52,0
OF000215,BR028,2024-09,5,4,371217.52,0
OF000215,BR028,2024-10,5,4,243890.28,0
OF000215,BR028,2024-11,6,5,293677.18,0
OF000215,BR028,2024-12,8,7,305675.45,0
OF000216,BR029,2024-01,6,5,101484.58,1
OF000216,BR029,2024-02,4,3,251685.23,0
OF000216,BR029,2024-03,6,5,147038.82,0
OF000216,BR029,2024-04,5,4,441804.2,0
OF000216,BR029,2024-05,6,5,61703.52,0
OF000216,BR029,2024-06,6,5,193077.89,1
OF000216,BR029,2024-07,5,4,382409.99,0
OF000216,BR029,2024-08,6,5,461282.93,0
OF000216,BR029,2024-09,5,4,87218.18,0
OF000216,BR029,2024-10,6,5,365809.15,0
OF000216,BR029,2024-11,4,3,119104.19,0
OF000216,BR029,2024-12,5,4,314374.89,0
OF000217,BR029,2024-01,4,3,220299.48,0
OF000217,BR029,2024-02,5,4,409470.94,0
OF000217,BR029,2024-03,4,3,444715.71,0
OF000217,BR029,2024-04,4,3,275248.17,0
OF000217,BR029,2024-05,4,3,221215.52,0
OF000217,BR029,2024-06,5,4,62569.91,0
OF000217,BR029,2024-07,6,5,483546.41,0
OF000217,BR029,2024-08,6,5,315258.84,0
OF000217,BR029,2024-09,4,3,213411.57,2
OF000217,BR029,2024-10,6,5,119290.88,0
OF000217,BR029,2024-11,3,2,94460.97,0
OF000217,BR029,2024-12,4,3,205305.71,0
OF000218,BR029,2024-01,4,3,437672.2,1
OF000218,BR029,2024-02,3,2,301040.81,0
OF000218,BR029,2024-03,3,2,108822.53,0
OF000218,BR029,2024-04,4,3,476556.78,0
OF000218,BR029,2024-05,4,3,339164.93,0
OF000218,BR029,2024-06,4,3,465240.51,0
OF000218,BR029,2024-07,3,2,180405.8,0
OF000218,BR029,2024-08,3,2,468408.76,0
OF000218,BR029,2024-09,4,3,319736.16,0
OF000218,BR029,2024-10,5,4,269163.53,0
OF000218,BR029,2024-11,5,4,238356.86,0
OF000218,BR029,2024-12,4,3,274202.68,0
OF000219,BR029,2024-01,4,3,492789.68,0
OF000219,BR029,2024-02,3,2,187585.14,0
OF000219,BR029,2024-03,4,3,121089.93,0
OF000219,BR029,2024-04,4,3,89242.51,0
OF000219,BR029,2024-05,3,2,301150.4,0
OF000219,BR029,2024-06,5,4,390744.11,0
OF000219,BR029,2024-07,4,3,495691.08,0
OF000219,BR029,2024-08,5,4,312806.61,0
OF000219,BR029,2024-09,3,2,173882.85,0
OF000219,BR029,2024-10,4,3,449412.8,0
OF000219,BR029,2024-11,4,3,476073.77,0
OF000219,BR029,2024-12,4,3,448464.65,1
OF000220,BR029,2024-01,4,3,294413.01,0
OF000220,BR029,2024-02,5,4,247248.32,0
OF000220,BR029,2024-03,5,4,245504.46,0
OF000220,BR029,2024-04,4,3,224525.07,0
OF000220,BR029,2024-05,3,2,433727.99,0
OF000220,BR029,2024-06,6,5,352517.07,0
OF000220,BR029,2024-07,4,3,400240.33,0
OF000220,BR029,2024-08,3,2,51792.05,0
OF000220,BR029,2024-09,6,5,256121.99,0
OF000220,BR029,2024-10,5,4,226584.59,1
OF000220,BR029,2024-11,4,3,491176.68,0
OF000220,BR029,2024-12,6,5,109906.02,1
OF000221,BR029,2024-01,5,4,60900.62,0
OF000221,BR029,2024-02,5,4,109721.35,0
OF000221,BR029,2024-03,4,3,237887.18,0
OF000221,BR029,2024-04,4,3,175711.85,0
OF000221,BR029,2024-05,6,5,324736.18,0
OF000221,BR029,2024-06,7,6,333300.61,0
OF000221,BR029,2024-07,4,3,377942.34,0
OF000221,BR029,2024-08,4,3,136677.62,0
OF000221,BR029,2024-09,5,4,464138.88,0
OF000221,BR029,2024-10,7,6,257638.29,0
OF000221,BR029,2024-11,3,2,344857.32,0
OF000221,BR029,2024-12,6,5,334192.97,0
OF000222,BR029,2024-01,5,4,84218.91,0
OF000222,BR029,2024-02,4,3,340090.2,0
OF000222,BR029,2024-03,4,3,56218.84,0
OF000222,BR029,2024-04,4,3,54754.39,0
OF000222,BR029,2024-05,3,2,163117.5,0
OF000222,BR029,2024-06,3,2,311430.39,0
OF000222,BR029,2024-07,4,3,163108.12,1
OF000222,BR029,2024-08,4,3,163387.67,0
OF000222,BR029,2024-09,6,5,105816.26,0
OF000222,BR029,2024-10,5,4,97171.94,0
OF000222,BR029,2024-11,4,3,226027.42,0
OF000222,BR029,2024-12,5,4,180636.89,0
OF000223,BR029,2024-01,6,5,221743.13,0
OF000223,BR029,2024-02,5,4,178532.75,0
OF000223,BR029,2024-03,4,3,191444.62,0
OF000223,BR029,2024-04,4,3,478350.12,0
OF000223,BR029,2024-05,6,5,92628.68,0
OF000223,BR029,2024-06,5,4,223220.14,0
OF000223,BR029,2024-07,3,2,342828.92,0
OF000223,BR029,2024-08,6,5,229557.18,0
OF000223,BR029,2024-09,5,4,162653.87,1
OF000223,BR029,2024-10,6,5,494809.06,0
OF000223,BR029,2024-11,6,5,498119.27,0
