customer_id,primary_branch,avg_weekly_cash,historical_cycles,risk_score_0_100,default_prob,churn_prob,recommended_limit_ksh
C0041205,BR022,17203,3,7.14,0.395,0.487,60000
C0022182,BR072,16309,8,6.16,0.254,0.165,56302
C0001633,BR041,6704,1,46.91,0.062,0.58,17026
C0041887,BR091,2176,3,17.32,0.059,0.104,9143
C0014406,BR046,15697,3,27.23,0.161,0.465,60000
C0057387,BR085,18763,2,15.99,0.379,0.277,60000
C0003220,BR020,2095,4,17.91,0.078,0.377,9640
C0047619,BR043,10386,2,13.74,0.128,0.722,47659
C0000748,BR045,8896,2,33.19,0.01,0.182,22069
C0007290,BR048,14154,2,8.96,0.417,0.389,34701
C0053971,BR089,14083,1,35.59,0.013,0.187,44067
C0026923,BR098,18222,3,14.38,0.192,0.322,43178
C0039327,BR044,14263,4,34.34,0.08,0.347,60000
C0043427,BR061,4235,4,22.88,0.141,0.153,13528
C0045608,BR040,11658,4,55.31,0.15,0.173,27612
C0016743,BR034,5511,1,29.56,0.403,0.433,13030
C0036988,BR045,6853,2,9.6,0.305,0.369,29561
C0045782,BR079,2197,5,58.47,0.064,0.291,5000
C0042431,BR026,3641,2,23.26,0.186,0.178,15357
C0058347,BR022,4016,6,40.68,0.089,0.697,12799
C0028136,BR086,9651,2,32.02,0.39,0.394,48155
C0042679,BR064,10030,6,21.46,0.083,0.088,29122
C0053443,BR024,6087,2,38.89,0.047,0.377,28438
C0031415,BR088,5894,1,26.49,0.162,0.335,29303
C0036168,BR093,5362,4,28.01,0.227,0.535,21632
C0023857,BR014,7098,2,34.66,0.021,0.711,15469
C0001457,BR069,17500,4,43.34,0.297,0.381,60000
C0049528,BR075,2118,3,43.56,0.135,0.391,9061
C0058227,BR096,17987,1,28.07,0.108,0.207,40197
C0045959,BR062,15056,3,3.66,0.317,0.215,60000
C0000497,BR021,12272,1,57.0,0.459,0.254,50527
C0027724,BR092,7212,2,62.82,0.139,0.215,32907
C0020784,BR078,1815,5,26.68,0.007,0.214,8078
C0032261,BR001,14629,4,34.13,0.282,0.232,48191
C0048166,BR096,11640,3,58.45,0.164,0.505,42338
C0048075,BR034,16954,4,30.39,0.325,0.691,60000
C0057620,BR035,13960,5,42.38,0.122,0.274,55213
C0057489,BR051,18856,5,33.24,0.215,0.433,60000
C0047985,BR072,17722,3,12.86,0.346,0.157,60000
C0036974,BR075,15221,1,42.28,0.338,0.43,59409
C0037799,BR006,12012,2,13.59,0.038,0.473,55251
C0058684,BR029,1828,1,30.66,0.157,0.042,8956
C0057501,BR012,15397,1,30.42,0.136,0.323,58544
C0049724,BR059,17554,1,54.12,0.06,0.32,58205
C0043235,BR010,4487,2,3.88,0.204,0.292,12227
C0053866,BR048,14578,0,62.36,0.209,0.224,48445
C0028127,BR054,3668,4,27.72,0.062,0.665,8660
C0022741,BR100,2637,4,47.53,0.186,0.542,7147
C0024652,BR089,7262,3,11.45,0.238,0.264,23446
C0010878,BR073,2454,4,22.18,0.263,0.071,8230
C0030302,BR074,9435,5,10.41,0.05,0.15,44249
C0025759,BR046,14606,2,17.42,0.477,0.156,40873
C0047531,BR086,15881,4,27.05,0.152,0.373,50133
C0037559,BR049,3211,4,24.22,0.037,0.114,10992
C0016261,BR052,8142,2,10.28,0.326,0.535,34815
C0015816,BR004,16555,6,55.83,0.149,0.589,49298
C0057642,BR054,11650,3,16.68,0.162,0.638,42881
C0059337,BR050,5633,5,10.47,0.433,0.512,21755
C0039629,BR004,16970,3,22.02,0.074,0.221,42500
C0038037,BR077,14522,3,28.71,0.04,0.131,36619
C0057382,BR062,10316,2,36.36,0.12,0.268,41684
C0006814,BR068,7915,3,10.59,0.126,0.331,34502
C0026760,BR045,13041,6,12.53,0.286,0.369,59427
C0016539,BR013,12503,3,52.16,0.24,0.316,52999
C0053561,BR092,18389,7,23.67,0.055,0.195,50380
C0026002,BR074,14384,1,29.93,0.283,0.72,60000
C0027654,BR033,8542,1,5.85,0.661,0.221,38007
C0057883,BR013,14128,4,57.14,0.236,0.532,30141
C0051326,BR073,6588,2,3.77,0.137,0.48,32032
C0054981,BR079,15841,1,6.11,0.218,0.198,43234
C0041774,BR017,2535,2,38.95,0.154,0.075,8473
C0003934,BR064,2749,0,39.44,0.217,0.155,6452
C0006705,BR012,6920,6,19.98,0.173,0.386,23092
C0031108,BR051,10901,2,13.2,0.185,0.634,51311
C0046123,BR061,6549,3,21.48,0.023,0.323,14303
C0026155,BR100,5922,5,13.9,0.507,0.594,16352
C0055137,BR039,19420,4,11.34,0.024,0.229,60000
C0054483,BR012,19681,4,14.59,0.09,0.146,50103
C0004556,BR097,3529,3,37.02,0.09,0.549,10335
C0043444,BR031,11675,2,21.33,0.136,0.166,24857
C0020963,BR039,3817,2,20.95,0.15,0.176,14340
C0027845,BR046,14347,2,52.32,0.093,0.161,38446
C0002942,BR012,11198,0,36.84,0.089,0.325,51456
C0047384,BR080,10844,2,18.18,0.303,0.801,52084
C0016162,BR022,4012,2,17.42,0.493,0.143,13708
C0032013,BR025,14403,4,53.68,0.109,0.308,45392
C0018615,BR051,6673,3,23.64,0.144,0.241,31406
C0022415,BR096,11346,3,19.54,0.051,0.262,54557
C0002834,BR084,3607,2,6.49,0.456,0.687,8840
C0007017,BR063,14036,3,18.76,0.048,0.129,54181
C0059654,BR083,14156,2,51.98,0.318,0.134,45131
C0056965,BR002,3489,4,14.01,0.18,0.239,13942
C0037182,BR074,12228,2,22.73,0.144,0.413,35461
C0018160,BR050,1610,2,45.44,0.138,0.324,6756
C0057899,BR053,12340,2,43.36,0.193,0.376,45817
C0050754,BR070,3452,1,31.53,0.324,0.371,13525
C0055008,BR093,10218,3,10.84,0.055,0.601,36995
C0045294,BR076,8398,1,33.03,0.203,0.331,40207
C0014734,BR001,15181,1,66.94,0.14,0.121,48883
C0024643,BR096,18233,1,37.3,0.336,0.093,60000
C0031209,BR075,16472,5,44.53,0.268,0.72,42153
C0003511,BR040,14049,2,45.55,0.348,0.109,39353
C0042169,BR001,6775,4,33.69,0.105,0.465,18548
C0002607,BR087,9346,0,30.85,0.361,0.283,29269
C0016134,BR094,11417,2,38.95,0.252,0.131,27164
C0011001,BR079,9236,2,38.57,0.317,0.301,38544
C0015651,BR043,19785,1,5.11,0.065,0.286,60000
C0058378,BR087,5368,6,17.82,0.159,0.147,21069
C0040317,BR082,10541,2,12.14,0.544,0.216,46384
C0043392,BR084,1781,5,31.88,0.06,0.206,5000
C0009187,BR074,3577,4,34.07,0.149,0.341,8874
C0021857,BR019,1731,4,5.36,0.424,0.287,6891
C0010524,BR096,12959,2,9.41,0.082,0.437,38595
C0019865,BR099,17721,3,52.75,0.085,0.246,41443
C0045939,BR072,12871,5,48.51,0.242,0.536,34763
C0032597,BR017,4130,3,44.88,0.101,0.363,11958
C0012222,BR086,6766,2,20.16,0.057,0.235,19403
C0020945,BR018,9364,3,46.4,0.121,0.244,40613
C0042936,BR052,2471,2,53.41,0.375,0.389,6385
C0019327,BR037,10595,6,25.56,0.051,0.388,42090
C0021038,BR017,6986,1,17.43,0.141,0.547,20457
C0008713,BR037,3476,2,31.74,0.437,0.283,12446
C0009078,BR054,18050,6,8.74,0.166,0.403,60000
C0019296,BR073,3182,2,23.32,0.239,0.083,10893
C0002668,BR064,5948,6,39.42,0.442,0.515,23822
C0012300,BR039,8277,2,29.79,0.12,0.712,17217
C0035348,BR096,4393,2,24.9,0.076,0.114,16788
C0027168,BR011,9904,3,44.14,0.297,0.188,21534
C0000348,BR053,16333,5,43.95,0.428,0.338,50836
C0022543,BR002,4308,3,18.4,0.15,0.292,16835
C0005396,BR012,16583,7,27.55,0.103,0.283,34847
C0053943,BR090,6956,4,43.11,0.185,0.164,30811
C0014671,BR065,15139,5,39.77,0.094,0.534,60000
C0020020,BR046,17677,4,25.27,0.211,0.165,60000
C0015244,BR097,4450,4,25.57,0.163,0.445,21997
C0033271,BR081,9821,2,8.13,0.095,0.578,45933
C0000260,BR021,13715,3,12.01,0.458,0.251,50715
C0053893,BR022,12632,5,20.64,0.14,0.167,56901
C0013570,BR008,17130,5,42.02,0.193,0.22,56225
C0045221,BR048,10987,2,25.43,0.355,0.078,40332
C0026353,BR071,5040,3,28.81,0.161,0.209,20832
C0009787,BR084,12709,2,25.4,0.074,0.148,36850
C0014078,BR068,1788,4,24.57,0.161,0.278,7572
C0036131,BR022,2833,6,37.78,0.189,0.273,13231
C0025892,BR043,12453,7,30.13,0.121,0.132,36747
C0040152,BR030,19180,5,19.01,0.193,0.371,41900
C0031551,BR088,14226,1,11.81,0.238,0.609,60000
C0028014,BR012,8721,3,57.36,0.22,0.26,43282
C0036541,BR089,18233,2,59.78,0.115,0.31,60000
C0033553,BR088,5301,1,49.29,0.091,0.537,18632
C0038371,BR028,16083,5,27.59,0.225,0.196,54348
C0010331,BR081,14225,3,32.53,0.224,0.403,35889
C0010327,BR006,3521,2,19.5,0.117,0.583,14016
C0017661,BR069,8824,3,50.42,0.546,0.153,26151
C0000134,BR059,6117,2,32.71,0.244,0.319,17528
C0011937,BR092,16224,5,23.84,0.343,0.566,60000
C0033535,BR005,14646,4,23.96,0.412,0.1,34716
C0020280,BR049,7948,4,30.66,0.235,0.498,34230
C0009316,BR066,6145,3,25.08,0.206,0.366,29210
C0044452,BR090,9348,5,23.74,0.184,0.551,40857
C0028349,BR054,12397,5,16.48,0.141,0.518,41663
C0002439,BR080,5147,5,9.94,0.082,0.698,10355
C0050091,BR015,4664,6,48.78,0.041,0.144,14617
C0022102,BR070,9141,2,64.48,0.268,0.325,35467
C0059452,BR078,4072,9,25.17,0.099,0.382,10551
C0036586,BR082,8274,1,49.77,0.179,0.085,27318
C0022629,BR068,8037,6,26.19,0.306,0.396,28938
C0018208,BR036,2956,8,19.84,0.023,0.525,10374
C0018903,BR045,19084,4,52.61,0.152,0.432,60000
C0021018,BR078,3208,4,47.83,0.238,0.583,6915
C0002351,BR025,10063,5,31.92,0.166,0.53,44916
C0055842,BR039,9608,1,13.04,0.037,0.554,25034
C0022913,BR068,5345,3,12.44,0.157,0.078,14736
C0033686,BR097,8159,1,18.12,0.14,0.42,36486
C0015015,BR011,10093,6,25.5,0.451,0.561,23344
C0043919,BR047,18864,3,38.8,0.273,0.572,60000
C0003530,BR067,11869,1,26.39,0.262,0.325,56328
C0018295,BR074,17812,4,36.27,0.203,0.278,60000
C0031332,BR046,15974,3,20.74,0.115,0.331,57317
C0015191,BR046,4318,2,33.26,0.02,0.453,18665
C0029928,BR056,2041,4,12.48,0.037,0.156,6207
C0007801,BR022,5228,1,33.76,0.085,0.038,25167
C0016359,BR013,6003,3,39.95,0.192,0.259,17080
C0050873,BR008,7282,8,18.16,0.286,0.505,16529
C0023040,BR064,8656,6,11.97,0.429,0.16,43255
C0003692,BR095,9438,6,30.71,0.237,0.231,46118
C0029833,BR041,18332,3,7.75,0.239,0.416,60000
C0023557,BR079,16716,4,24.05,0.286,0.056,34910
C0041619,BR051,3526,2,18.66,0.342,0.069,12476
C0010740,BR087,11501,3,56.84,0.109,0.201,45890
C0051400,BR030,7125,2,35.72,0.352,0.083,30168
C0035828,BR085,11036,1,54.41,0.082,0.171,24503
C0005416,BR092,13449,2,10.9,0.226,0.624,42201
C0004416,BR083,5099,4,35.22,0.114,0.363,21761
C0026547,BR026,6555,0,31.76,0.019,0.428,16598
C0014963,BR099,6163,1,31.92,0.479,0.354,19842
C0035797,BR099,11262,4,57.57,0.519,0.287,46162
C0055338,BR018,7011,3,1.66,0.15,0.354,29389
C0044609,BR064,8381,4,28.43,0.516,0.22,26557
C0042752,BR015,11292,0,17.34,0.109,0.152,40838
C0019537,BR068,1820,3,11.55,0.101,0.542,5000
C0030627,BR043,1829,3,44.66,0.059,0.383,7398
C0016950,BR022,12158,3,17.53,0.231,0.04,30730
C0035061,BR024,2597,1,26.18,0.2,0.116,12361
C0000028,BR027,2214,3,37.97,0.178,0.167,7459
C0012488,BR074,10870,4,20.24,0.233,0.155,47287
C0037996,BR012,15944,2,40.53,0.346,0.219,51811
C0049117,BR036,10068,5,24.9,0.355,0.122,32195
C0047019,BR066,18656,1,31.25,0.429,0.65,60000
C0058887,BR092,3789,5,1.33,0.212,0.125,17107
C0047419,BR075,14123,3,37.3,0.265,0.097,60000
C0035021,BR013,12445,5,20.03,0.054,0.019,31933
C0051893,BR099,8584,2,18.67,0.156,0.445,23056
C0044616,BR093,4206,4,50.02,0.357,0.42,12728
C0004196,BR019,2159,4,25.3,0.169,0.394,9395
C0032794,BR008,6865,2,33.32,0.281,0.319,18645
C0035859,BR053,2777,5,27.71,0.17,0.089,13190
C0007538,BR014,13883,2,32.74,0.285,0.847,40103
C0008548,BR010,1780,2,23.04,0.255,0.475,7220
C0035466,BR067,3917,2,9.0,0.121,0.321,14372
C0047283,BR027,11815,1,6.37,0.111,0.692,50267
C0033992,BR087,13161,2,49.13,0.068,0.582,37832
C0029234,BR067,10870,2,18.45,0.387,0.381,25141
C0022528,BR080,14956,2,20.24,0.275,0.136,38031
C0053408,BR075,7966,4,3.65,0.197,0.474,28791
C0057305,BR086,8803,5,21.63,0.255,0.428,43078
C0000529,BR024,10609,6,64.44,0.246,0.802,47445
C0054825,BR055,15394,2,9.32,0.189,0.698,32893
C0046237,BR016,4237,0,37.95,0.159,0.226,19928
C0050262,BR085,8402,1,25.95,0.449,0.23,30664
C0058443,BR007,11155,3,23.41,0.275,0.685,40282
C0014495,BR065,15217,4,18.59,0.398,0.286,33021
C0002296,BR010,19773,1,40.55,0.485,0.204,60000
C0027332,BR004,15366,0,44.47,0.143,0.122,39158
C0025911,BR046,18741,3,43.79,0.223,0.096,60000
C0047738,BR056,11528,1,67.03,0.125,0.531,25664
C0022444,BR053,6123,5,50.14,0.175,0.524,22379
C0020716,BR025,9045,10,5.98,0.145,0.595,25190
C0024482,BR045,15303,1,27.62,0.07,0.229,48333
C0045985,BR020,8545,1,14.23,0.042,0.642,36337
C0036029,BR044,1885,6,28.94,0.178,0.316,5000
C0038138,BR056,11387,0,20.35,0.103,0.706,23606
C0002155,BR064,2757,2,14.92,0.661,0.504,10217
C0005281,BR059,16712,4,5.55,0.097,0.556,38668
C0047613,BR024,10129,3,39.94,0.108,0.465,27439
C0050940,BR044,1653,3,24.72,0.032,0.407,5000
C0058414,BR074,10107,1,30.35,0.163,0.261,41795
C0046829,BR091,11493,0,31.86,0.401,0.124,52463
C0044405,BR010,15211,2,27.4,0.066,0.454,50919
C0033670,BR020,9440,3,5.1,0.05,0.207,46937
C0055622,BR061,6733,5,41.51,0.165,0.451,23415
C0024403,BR061,11108,4,5.52,0.185,0.39,43439
C0054281,BR074,19375,4,30.14,0.196,0.462,42560
C0019773,BR024,2733,4,7.37,0.102,0.222,10513
C0013021,BR014,15233,3,77.15,0.114,0.458,56959
C0013943,BR053,5941,5,21.78,0.241,0.109,21285
C0004607,BR016,6148,1,59.66,0.044,0.24,20216
C0022696,BR034,13348,5,30.21,0.232,0.234,52283
C0035369,BR028,2073,2,31.26,0.23,0.826,5752
C0050212,BR030,4665,3,9.31,0.097,0.269,14638
C0030450,BR098,3309,5,35.99,0.038,0.298,14660
C0042996,BR069,18635,2,27.1,0.161,0.069,60000
C0022002,BR091,11845,4,23.87,0.257,0.399,39227
C0034746,BR056,13118,3,31.68,0.134,0.238,59880
C0056246,BR004,8275,6,25.32,0.357,0.445,17925
C0032729,BR061,11261,3,42.85,0.293,0.138,35290
C0030113,BR045,3020,2,33.91,0.101,0.423,10284
C0034260,BR026,7620,4,12.85,0.065,0.343,17460
C0035760,BR016,3895,3,33.23,0.319,0.325,18337
C0025363,BR080,9758,2,54.45,0.198,0.176,43074
C0058712,BR078,19145,3,5.45,0.355,0.129,60000
C0047367,BR081,8214,2,57.61,0.121,0.165,20323
C0019875,BR079,2928,7,28.95,0.453,0.428,8689
C0037957,BR027,9662,2,5.56,0.192,0.587,40720
C0024291,BR082,2655,2,9.32,0.044,0.604,8359
C0032546,BR031,4499,6,18.52,0.422,0.169,13500
C0008033,BR039,13352,5,35.54,0.341,0.577,43958
C0024062,BR014,4476,2,28.76,0.067,0.458,17065
C0028330,BR008,8209,0,14.36,0.099,0.045,21825
C0025380,BR077,17442,2,24.06,0.222,0.237,40438
C0009426,BR058,6334,3,24.76,0.265,0.233,13606
C0007904,BR036,6895,1,24.84,0.49,0.304,28750
C0023321,BR039,1940,4,15.57,0.079,0.247,5000
C0013588,BR093,5008,3,16.68,0.116,0.43,17819
C0056508,BR029,12413,7,19.75,0.09,0.773,42374
C0002612,BR065,13961,5,24.79,0.183,0.31,40211
C0041336,BR079,9063,4,33.56,0.249,0.088,41166
C0052433,BR026,5189,3,5.33,0.091,0.784,15938
C0037178,BR051,2549,1,48.76,0.403,0.241,9683
C0033960,BR096,2070,5,22.54,0.058,0.362,6869
C0023888,BR089,16522,4,41.77,0.298,0.188,33070
C0025084,BR037,4134,2,53.36,0.139,0.132,15148
C0059398,BR093,7471,4,10.22,0.076,0.069,14981
C0041481,BR030,5235,6,51.31,0.212,0.445,24051
C0014070,BR028,18120,2,40.9,0.296,0.322,60000
C0053595,BR076,19594,1,11.6,0.223,0.522,60000
C0049830,BR091,6292,3,31.3,0.067,0.241,18474
C0043254,BR033,16921,1,46.45,0.079,0.682,36356
C0020457,BR020,6828,1,28.56,0.169,0.826,24310
C0041333,BR040,10869,6,13.02,0.026,0.204,35012
C0048898,BR063,4384,1,24.88,0.207,0.121,18497
C0020026,BR013,4906,3,51.2,0.028,0.532,11356
C0000208,BR007,3925,1,25.88,0.212,0.371,14148
C0001000,BR051,14490,5,35.76,0.054,0.298,51927
C0038438,BR056,12330,3,24.71,0.071,0.376,46812
C0051093,BR051,17887,3,21.29,0.266,0.399,60000
C0054727,BR030,9838,5,24.31,0.017,0.354,47616
C0028356,BR071,2758,3,76.55,0.193,0.407,12492
C0008119,BR092,15664,4,22.64,0.101,0.336,60000
C0039022,BR052,1880,3,24.82,0.562,0.575,5622
C0044215,BR053,7637,2,41.36,0.206,0.455,24621
C0052110,BR058,11322,3,57.23,0.173,0.538,27276
C0049495,BR041,19159,5,20.38,0.18,0.287,60000
C0030381,BR021,19665,2,43.98,0.153,0.162,60000
C0044276,BR083,9203,4,3.7,0.331,0.359,28988
C0004629,BR025,3480,2,5.12,0.078,0.047,15387
C0032218,BR039,19778,1,13.92,0.196,0.672,60000
C0010858,BR025,3448,6,4.9,0.107,0.182,14207
C0025284,BR020,15678,3,25.53,0.133,0.768,53987
C0039583,BR040,11770,1,39.06,0.229,0.515,45040
C0034278,BR025,18189,3,23.8,0.021,0.734,60000
C0009828,BR064,14801,7,31.88,0.088,0.111,60000
C0036697,BR099,15719,2,43.61,0.256,0.737,60000
C0026794,BR053,9339,4,12.12,0.202,0.091,44438
C0015251,BR054,19520,2,11.19,0.494,0.365,60000
C0047407,BR079,2136,2,50.15,0.187,0.332,10634
C0017589,BR080,18705,4,36.12,0.059,0.673,60000
C0038209,BR005,19782,2,19.89,0.164,0.512,60000
C0004103,BR032,13939,5,11.07,0.115,0.536,33777
C0051842,BR027,3901,1,12.95,0.224,0.415,10483
C0005734,BR033,15814,5,15.98,0.037,0.353,49151
C0049376,BR011,18868,4,60.14,0.182,0.428,60000
C0048763,BR047,8942,3,37.28,0.242,0.076,26959
C0036740,BR019,19942,1,45.09,0.53,0.032,60000
C0034719,BR038,4069,1,28.95,0.262,0.574,10546
C0000909,BR081,11551,2,44.4,0.473,0.406,40243
C0047445,BR057,2957,1,31.13,0.251,0.352,11876
C0058578,BR036,3004,3,14.91,0.155,0.229,7460
C0032860,BR061,16772,2,37.2,0.191,0.531,60000
C0007992,BR070,10274,2,51.48,0.095,0.523,22924
C0010581,BR010,6455,3,9.14,0.17,0.304,15329
C0016657,BR015,2815,3,42.79,0.015,0.318,13770
C0044675,BR040,18672,5,32.81,0.508,0.038,38283
C0017565,BR039,17997,3,31.29,0.191,0.171,51559
C0051944,BR001,2868,2,36.7,0.089,0.474,6928
C0043113,BR042,1898,2,24.87,0.168,0.654,9233
C0037722,BR097,5656,4,18.07,0.036,0.547,21217
C0042890,BR006,17507,3,42.0,0.129,0.545,60000
C0054267,BR030,4255,5,27.66,0.082,0.263,11737
C0012863,BR016,19736,8,46.48,0.132,0.483,60000
C0007251,BR062,8450,1,55.46,0.192,0.193,40281
C0003922,BR019,4563,3,14.01,0.328,0.379,12170
C0023983,BR049,7378,0,21.9,0.367,0.17,33250
C0010493,BR032,5975,1,13.55,0.258,0.309,22661
C0044259,BR026,14182,3,20.67,0.239,0.351,60000
C0009679,BR072,5651,2,46.05,0.531,0.509,16140
C0006610,BR085,13084,2,17.4,0.044,0.802,57128
C0034742,BR049,18534,3,10.6,0.239,0.558,43284
C0037560,BR049,13795,1,29.4,0.231,0.169,32723
C0052494,BR001,11183,2,12.67,0.024,0.712,50228
C0040506,BR023,5999,3,43.99,0.132,0.411,26003
C0047017,BR067,16027,4,17.76,0.27,0.453,38647
C0054257,BR040,7834,6,28.23,0.424,0.364,36136
C0031702,BR090,8016,4,40.48,0.18,0.26,31652
C0006707,BR095,16445,1,24.1,0.191,0.425,55895
C0029077,BR026,10391,4,68.11,0.106,0.08,42753
C0019354,BR019,13608,2,22.53,0.35,0.113,59890
C0056434,BR037,5143,7,2.74,0.339,0.099,20265
C0023119,BR023,12675,5,68.0,0.028,0.376,51973
C0046367,BR024,4802,4,34.95,0.034,0.133,11698
C0008766,BR072,5339,5,54.16,0.271,0.353,18114
C0018496,BR049,19370,2,23.33,0.284,0.2,60000
C0024390,BR018,14525,2,20.41,0.162,0.717,53149
C0001144,BR012,17512,3,12.23,0.189,0.526,48375
C0018555,BR042,4906,3,16.18,0.529,0.3,18301
C0039295,BR029,6269,3,42.61,0.04,0.694,20545
C0008034,BR065,15258,5,44.42,0.205,0.386,43222
C0032719,BR027,16620,3,8.98,0.054,0.395,60000
C0021462,BR007,13643,1,43.55,0.339,0.215,33242
C0056671,BR081,17517,2,29.27,0.224,0.688,42365
C0011852,BR024,14247,4,23.72,0.132,0.388,44516
C0009707,BR046,18035,1,9.66,0.036,0.496,50180
C0034771,BR055,10261,5,26.51,0.158,0.475,24202
C0001576,BR055,16751,2,35.28,0.265,0.072,59730
C0022056,BR044,1629,4,23.7,0.041,0.08,5393
C0016400,BR070,4507,2,25.06,0.28,0.327,11818
C0016133,BR021,13104,3,56.73,0.281,0.582,51896
C0059962,BR092,4875,1,15.11,0.314,0.474,12369
C0020854,BR079,10502,2,49.21,0.219,0.286,27048
C0047835,BR078,9934,3,13.79,0.136,0.377,26948
C0034485,BR008,6072,0,31.31,0.25,0.382,15898
C0044823,BR025,14811,4,4.68,0.059,0.192,60000
C0000027,BR092,3625,3,11.75,0.236,0.301,12088
C0008085,BR008,9773,4,36.74,0.074,0.356,33436
C0043545,BR020,16943,5,26.89,0.107,0.252,44764
C0022462,BR042,5482,2,52.89,0.046,0.626,21610
C0038402,BR010,13078,4,32.92,0.237,0.058,54636
C0040694,BR039,9263,6,10.7,0.678,0.306,45659
C0020810,BR011,8792,0,2.63,0.291,0.178,40515
C0043484,BR039,8021,3,42.49,0.07,0.269,33386
C0017861,BR084,4385,2,22.23,0.028,0.141,10719
C0052745,BR008,10529,2,22.47,0.113,0.3,48108
C0039158,BR017,6044,2,21.75,0.046,0.258,24198
C0017315,BR061,12095,5,17.27,0.178,0.246,42191
C0008201,BR026,3736,3,9.72,0.124,0.387,16162
C0029346,BR025,19643,1,17.6,0.129,0.147,60000
C0044417,BR021,4060,4,61.06,0.358,0.306,15627
C0055139,BR061,10924,3,23.84,0.114,0.307,43656
C0043573,BR086,3152,4,33.36,0.123,0.237,8127
C0009533,BR079,5099,2,25.0,0.336,0.213,16909
C0009871,BR081,17266,4,40.4,0.09,0.618,60000
C0016030,BR045,14729,5,30.15,0.23,0.444,39165
C0000944,BR028,4944,3,48.93,0.493,0.234,12608
C0059650,BR096,10855,1,16.08,0.411,0.681,22490
C0051801,BR009,11754,0,19.54,0.03,0.258,57558
C0020320,BR072,12906,3,37.3,0.214,0.315,39066
C0021640,BR059,19194,1,45.44,0.054,0.287,60000
C0014943,BR024,4988,2,3.88,0.406,0.058,17797
C0027099,BR040,18937,3,5.17,0.255,0.29,60000
C0025780,BR095,1971,3,59.17,0.336,0.137,6240
C0034856,BR048,11353,4,28.22,0.484,0.322,52972
C0050185,BR066,16215,3,6.12,0.107,0.615,41429
C0011111,BR063,5039,0,12.83,0.122,0.242,19835
C0014512,BR096,11558,3,45.58,0.309,0.372,35271
C0025075,BR038,3452,4,13.67,0.204,0.371,9046
C0004580,BR082,12829,3,52.26,0.198,0.396,26568
C0059630,BR047,17252,1,38.46,0.152,0.377,60000
C0022608,BR014,6071,2,7.83,0.14,0.418,20586
C0039357,BR095,14409,2,67.54,0.04,0.449,51596
C0004162,BR040,13279,3,27.83,0.258,0.58,29326
C0010259,BR016,16425,0,39.41,0.359,0.476,45622
C0029461,BR013,5156,1,15.38,0.242,0.131,22301
C0041260,BR031,2884,2,30.1,0.336,0.789,11925
C0026663,BR004,3322,5,21.57,0.083,0.496,13035
C0024640,BR031,11557,5,12.12,0.255,0.023,47421
C0024334,BR034,7606,8,56.18,0.283,0.342,21182
C0033493,BR026,17936,2,13.34,0.028,0.237,49763
C0043405,BR010,12215,3,21.86,0.302,0.276,31542
C0001976,BR075,18224,2,23.08,0.314,0.674,60000
C0015852,BR028,4244,4,26.97,0.206,0.421,14464
C0003120,BR097,3224,4,25.87,0.365,0.317,7944
C0004657,BR016,10548,7,29.74,0.061,0.399,31127
C0020735,BR091,18585,2,19.92,0.329,0.39,58510
C0026849,BR024,2984,1,14.21,0.272,0.189,6012
C0033917,BR036,19041,3,56.13,0.185,0.545,60000
C0022333,BR094,16636,3,42.24,0.211,0.265,60000
C0054162,BR054,7571,3,28.77,0.315,0.395,28568
C0040158,BR037,15994,2,14.02,0.045,0.618,37757
C0025211,BR021,3645,2,5.81,0.21,0.294,12816
C0016668,BR081,1704,3,48.47,0.046,0.248,7613
C0028708,BR060,3271,2,39.03,0.067,0.351,7401
C0006013,BR021,9766,4,66.02,0.057,0.384,27128
C0030452,BR017,18270,1,11.65,0.119,0.349,60000
C0011787,BR029,18247,6,18.49,0.132,0.117,46604
C0019391,BR095,4578,0,12.5,0.09,0.726,15004
C0040637,BR028,11115,0,29.44,0.096,0.53,42736
C0049251,BR054,19584,8,42.67,0.028,0.562,60000
C0011066,BR087,3576,3,55.76,0.21,0.526,8737
C0040731,BR034,9085,2,4.75,0.063,0.275,33842
C0014912,BR053,5378,2,22.18,0.085,0.267,18510
C0011799,BR009,2234,3,43.2,0.178,0.696,5000
C0052490,BR086,12513,3,15.13,0.38,0.276,56046
C0056335,BR050,4566,2,47.11,0.057,0.046,13664
C0054473,BR092,7317,3,30.41,0.154,0.609,21883
C0021689,BR089,3410,6,30.16,0.142,0.164,7444
C0025275,BR068,7586,4,43.66,0.114,0.058,24935
C0031000,BR044,7377,0,26.88,0.195,0.229,22888
C0052804,BR097,10445,3,33.81,0.179,0.583,46054
C0001568,BR048,4360,1,50.57,0.159,0.095,8933
C0017752,BR085,8802,3,10.28,0.242,0.406,34945
C0017799,BR012,3544,1,45.09,0.106,0.171,7640
C0025088,BR083,11492,1,40.5,0.135,0.26,43743
C0042005,BR051,4544,4,51.0,0.089,0.505,15808
C0018192,BR071,15838,1,37.36,0.254,0.713,57597
C0041564,BR011,15105,4,35.61,0.112,0.156,33588
C0034559,BR064,12620,5,13.49,0.141,0.033,28808
C0015240,BR046,14976,4,10.03,0.137,0.046,56057
C0025902,BR058,16294,3,31.77,0.275,0.099,60000
C0052532,BR022,16188,6,10.53,0.215,0.455,34960
C0046319,BR050,4558,5,41.27,0.149,0.136,13589
